song_id,title,release,artist_name,year
SOVMYRQ12AB0182272,Dialogue,The Clancy Brothers And Tommy Makem Live at Carnegie Hall - November 3_ 1962,The Clancy Brothers With Tommy Makem,0
SODTIEG12A8C137473,God Only Knows,Lullaby Renditions of The Beach Boys,Rockabye Baby!,0
SOLQPAF12AF72A9F72,The Art Of Parties,Tin Drum,Japan,1981
SOZKWPU12A58A7B8AF,It Keep Rainin' (Tears From My Eyes) (Radio Edit),It Keep Rainin' (Tears From My Eyes) (Single),Bitty McLean,0
SOKHXME12AB01847A9,Tomorrow's Gonna Be,Better Day,Continental Drifters,2001
SOFBBKR12AB0186664,Invisible,Blink Of An Eye,Enchant,2002
SOHPKUM12A8C13B730,Benedito,Favela Uprising,AfroReggae,0
SOETLZL12AB0183528,I Wish We'd All Been Ready (Key-Ab-Premiere Performance Plus),I Wish We'd All Been Ready (Premiere Performance Plus Track),DC Talk,0
SOJRMHT12AB0181886,Soul Power,Heavy Hustling,Kokolo,2008
SOXCNWQ12A8C1464BE,Oh Take Me Back,Charlie Haden Family & Friends - Rambling Boy,Charlie Haden / Tanya Haden / Rachel Haden,0
SOUTVSR12AAFF443CD,Cuanta Vida WLopez & D Ferrero House Remix,Pastora Rmx Ed Elegant Distortion,Pastora,0
SOUMLSQ12A6D4F64AE,New Boys,Live At The Roxy,The Adverts,1987
SOGLTZW12A6D4F6E95,Fan Mail,Punk Singles Collection,The Dickies,1979
SOWLEXJ12A6D4FB1BC,Linha Vermelha,O Silêncio Que Precede O Esporro,O Rappa,2003
SOEYBQL12A8C1438F2,Rowdy,Cameo Parkway 1957-1967,Clint Eastwood,2005
SOODAJQ12AB018406F,Mamma Voglio Anch'io La Fidanzata,Italy & Italy (Le Canzonette Italiane),Natalino Otto,2005
SOECJBI12AB0180892,Rimes Instinctives,Rois Sans Couronnes,Nessbeal,2008
SOTYADO12AB0185F90,Liisborg Error,P*N*M*B,Feadz,2009
SOWOBXI12A8C142308,Get Off The Stage,Cyrano The Musical,Normie Rowe,0
SOVJBUZ12A58A7D198,C.e.b. (Album Version),Flesh And Blood,No Innocent Victim,0
SOIZJPO12A6D4F7930,Warn Them Jah Dub,Dub It To The Top,Yabby You,0
SOOBKOB12A8159E90D,Shelter In The Storm (Album Version),The Postman - Music From The Motion Picture Soundtrack,James Newton Howard/The Postman Soundtrack,0
SOMJYWX12A8C137FD4,I Love You Haters,Spirit Of '94,Kaze,0
SOEBDJX12AB017FFFC,You Don't Know What Love Is (You Just Do As You're Told),Red,Daniel Merriweather,2009
SOBWZVQ12A8C134933,Take Me To The River,Super Hits,Exile,0
SOOROWA12A8C138421,Let it Go,Basses Covered,Bernard Harris,0
SOZUNRG12AB01845A7,Into The Floyd,Chad Smith's Bombastic Meatbats,Chad Smith's Bombastic Meatbats,0
SOYVVSZ12AB01847EC,Jet set,Robando gallinas,Los Manolos,0
SOLBVAB12AB018CB51,I Believe In Miracles,I Believe In Miracles,Sunlightsquare,0
SODJIWI12AB01872AB,Honey Pie,Crazy Kind Of Life,Bill Perry,2002
SOFSLEC12AB017D471,Elefante,Il suicidio dei Samurai,Verdena,2004
SOYWXLR12A8C1375FB,Intro (grooveman Spot Remix),Re New Awakening Part.2,DJ Mitsu The Beats,0
SOUYBIQ12AB0187749,Chasing The Sunrise,Fable / Chasing The Sunrise,Luke Terry,0
SOONPMW12AB018656B,Young Girl,First Class Citizen,Edi Fitzroy,0
SOHSMUP12A8C145627,Bookie Blues,Basie Jam: Montreux '77,Count Basie Big Band,0
SOLCIEV12A6D4F7861,Mudslide,The Singles,The Bluetones,2000
SOBXXHS12A8C13EF9C,Sketch For Dawn (Live 13.8.1981),Live In Bruxelles 13.8.1981,The Durutti Column,2008
SOSFBKH12AB018123C,Io Vado Con L'Anima,Canzoni da Ricordare,Gino Paoli,0
SOXUNVW12A8C13F88E,New Frontiers,New Frontiers,Aural Float,2001
SOBCSQM12A6D4F9ABC,I Go - Live At The BBC [31/5/66],Billy Fury - Live At The BBC,Billy Fury,0
SOKWTZZ12A8C13F6DA,Like Sunshine,Story Teller,Heston,2009
SOXOUGK12AB018522D,It's A Trip (Stems Mix),It's A Trip,Shakespears Sister,0
SOIOPCJ12A8AE47A38,Un Abecedario Sin Letras,Voy A Acabar Borracho,Platero Y Tu,1996
SOXZIWC12A58A7C7D1,Dirty Disco II (Pre-Mix version),From The Hip,Section 25,1984
SOKOARK12AB0185BB5,Attention Cherie,Fresh With Your Head,April March,0
SONWVZM12A8C13D2CA,Don't You (Forget About Me) (Album Version),Ugly,Life Of Agony,1995
SOQKOBP12AC468978B,Until Now,Planets,Adema,2005
SOLEEJT12AB01830A3,Zanzibar,Cantiga De Longe,Edú Lobo / Airto Moreira / Hermeto Pascoal / Claudio Slow / Jose Mariono,1971
SOBQZKH12A8AE48A02,Heroes Get Remembered_ Legends Never Die,Rise Or Die Trying,Four Year Strong,2007
SOCOXLM12AB0184661,Abre los ojos,Ansiedad,Mala Reputación,0
SOJDFMC12A58A77523,Everyday I Have The Blues,Jake Head Boogie,Lightnin' Hopkins,1999
SOIJVKL12AB017F16E,Tamarack Pines,Forest,George Winston,1994
SOXLXJS12AB0183CE4,Everybody Loves You Now,Further Than Heaven,The Hassles Feat. Billy Joel,2003
SOKOYSW12A8C139E9A,A Touch Of Paradise,Belvedere,Beady Belle,2008
SOTGSOV12A8AE46667,He's Pulling His Whiskers On,The Best Small Jazz Bands (1936-1955),Hot Lips Page,0
SOTAPTD12A8AE47B2F,I've Been Waiting,Riddim Driven: Engine,Anthony Cruz,0
SORHTCN12A58A7E8A5,She Wishes I Were You,Suspicion,Terry Stafford,1994
SOANGNI12AB0182586,Cadillac Solitario (Rockdelux Experience 23/11/04),Rock & Roll Star - 30 años,Loquillo,0
SOJMKIG12AB01824F6,Superstring,Superstring,Kain van Stone,0
SOVUCRS12A58A7D207,Out Of My Mind,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,0
SOCSIJZ12AC9070DAA,Thrasher,Enter The Grave,Evile,2007
SOFTBNV12AAF3B5548,All I Can't Explain,It's A Funny World,Mae Moore,2002
SOZSNFO12A6D4FB782,EYE OF THE STORM,Recovered,HEATHEN,2004
SOBBPMK12AB01837C1,Already Died,Peace Love Death Metal,Eagles Of Death Metal,2004
SOMLQYN12A8159E914,Rambel In De Jangel,Sechs,Basti Grub,0
SOTEKHJ12A6D4F9489,Abusus Dasein 12,Reader's Darkest,Stendal Blast,0
SOHQRHJ12A8C1366CD,Solo Te Llame,Reggaeton Fury,Plan B,0
SOVAYXV12AB0182E81,You Were Alone,Vs. Children,Casiotone For The Painfully Alone,2009
SONPADF12A58A77E71,Like You (Supermayer Mix),Go Commando with JDH and Dave P,Gui Boratto,2006
SOVZUHE12AB0182C9B,Save The World,New Mountain,Mick Clarke,2000
SOAEICN12A6D4FABAF,La Princesa De Mis Sueños (Octeto Versión),Sonorama,Obk,2004
SOPILLI12A6D4FB80D,Intro,Heat,H.e.a.t,2008
SOTIBFK12A58A7A888,Talk Show,Radio Fusebox,Andy Stochansky,0
SOWTNUY12A8C13FC73,California (Live),Hadag Nahash - LIVE,Hadag Nahash,0
SOAYRHV12A6D4F71E1,Tomorrow (Live Version),Domo Arigato,The Durutti Column,1985
SOBQONR12A58A7C0EE,Little Paradise,Crimes Of Passion,Pat Benatar,1980
SOWJTWO12A8C13A742,Bodyfly (Conrado Martinez Remix),Bodyfly,Dynamix Featuring Inda Matrix,0
SOGTOZJ12A8C13F714,Push the Right Knob,It's All Downhill From Here,Bastian,2003
SOBCMYU12A6D4F90E3,The Change Came Suddenly,A Great Artist,A Life Once Lost,2003
SOLFCBI12AB01826DF,Palace Of My Soul,Guide To Personal Happiness,Lispector,2008
SONNQJM12A8AE463F4,Tim Dom Dom,Favourites: From Samba Esquema Novo 1963 To Africa Brasil 1976,Jorge Ben,2006
SOYWYLU12A8C1437C1,Kolmatta linjaa takaisin  -Beautiful in the Rain-,1968 - Musiikkia & muistoja,Fredi,0
SOEMMLV12A6D4F7DBA,Love For Sale,Soul Legends - Marvin Gaye,Marvin Gaye,2006
SOJOLDE12A679C807D,Prologue (Little Shop Of Horrors),Little Shop Of Horrors,Michelle Weeks / Tichina Arnold / Tisha Campbell / Bill Mitchell,0
SONEIRT12A8C13A4E5,The Level,The Last Ones,Sun Eats Hours,0
SOUCAFM12AB0187A12,La tua fretta,Solo un grande sasso,Verdena,2001
SOEYBGL12AB018E86A,Weh the Love Gone,Old School Riddim - EP,Natty King,0
SOMGYZK12A6D4F885E,East To West,Rondelet Records - Punk Singles Collection,Anti-Pasti,2006
SOXJAVC12A8C133762,Luodinkestävä poikaystävä,Perustuu tositapahtumiin,Kimmo Liskomäen Pitkät Kalsarit,2008
SODJILD12A8C14166C,Naa Puchna,Forever Gold,Malkit Singh,0
SOVPKVY12AB0187F0E,Send Me On My Way (Album Version),Music From Party of Five,Rusted Root,0
SOFDQLD12AB0187BFA,W.L.T.M.,Tadpoles In A Jar,Jimmy Nail,0
SOBZKXI12A6D4F8AD9,Nordlandsbilleder (Pictures from Nordland) Suite No. 1 Op. 5: I.       Kvinneprofill (Portrait of a woman),The long_ long winter night (Dan langje_ langje vettranattae),Leif Ove Andsnes,0
SOJCLQF12AB0182BFA,No Place To Run (Live In Hammersmith 'BBC In Concert'),The Official Bootleg Box Set,UFO,0
SOATYUA12A6D4F72F5,Don't Blame Me,Timi Yuro - The Very Best Of,Timi Yuro,1961
SONGXCA12A8C13E82E,Lei M'Ama,I Ribelli,I Ribelli,0
SOICFJP12AB0187CAD,Back Home,Back Home,Joe Smooth,0
SOQEVFJ12A8C136B71,14 Valses/Waltzes (2005 Digital Remaster): No.6 in D flat Op.64 No.1,Icon: Dinu Lipatti,Dinu Lipatti,0
SOAVLXW12AF72A509E,Gun,Louder Than Love,Soundgarden,1989
SONOEYM12AB0182599,Rosary Job (Demo) (Album),Enter The Vaselines,Vaselines,0
SOPSEHS12A8C141379,When Something Old Dies,Real Live Thing,Kingston Wall,1994
SOMBCRC12A67ADA435,Feel The Heat 2000,Feel The Heat 2000,Masterboy,2000
SOQHMHF12A58A7E197,Track & Field,The Lowdown Sampler Vol. 2,Demarkus Lewis,0
SOVGDZU12A8C13D701,Love Don't Go Through No Changes On Me,The Best Of Sister Sledge,Sister Sledge,1999
SODPIEV12AB01872A4,You Are,Lightweight Heavy,Fat Jon,2004
SOZDRAT12A8C13FB18,Falsified,Not An Exit,Miles Hunt,0
SOFOCST12A6D4F7D70,Third Marie_ The  (The Right Amount Album Version),The Right Amount,Bon Voyage,2002
SOWJBWF12AC468BB8D,Cheche,Patrick Saint-Eloi à l'Olympia (Live concert),Patrick Saint-Eloi,0
SOWYWLK12A58A7AD18,Sodom & Gomorrah,Underground,The Twinkle Brothers,0
SOUDDOW12A8C145E82,Ode til Arne Nordheim (I-III),Blårollinger - Mer musikk for rockeunger!,Jono El Grande,0
SOORHDL12A8C138B81,Big Brat,Live At Sony Connect,Phantom Planet,2004
SOMUTLP12A8C13586F,The Love I Never Had ,I See Dead People,The Monsters,0
SOVOSIH12AB01821E2,Alguien La Vió Partir,Diego Torres,Diego Torres,1993
SOUSYZT12AB017FCD6,Forgiven,Forgiven,The Space Brothers,1998
SOYPVQN12A8AE47DF4,Outra Rezada Do Pinto D'Herbòn,A Terra Dos Comentos,Ruxe Ruxe,0
SOAEGQX12AB0187774,If'n Myself To Death,Rancho No Tengo - Soundtrack,Joe King Carrasco,0
SOUNMQA12A8C143867,Du Sommeil_ du Soleil_ de l'Oseille,Du CSur à l'Outrage,La Rumeur,0
SOSBCUK12A8C13ADFF,Put Your Drink Down [Original],WELCOME HOME,Mr. V,0
SODFLJM12AB0184559,Jack O'Diamonds / Merrily Kiss The Quaker,Between Earth & Sky: The Pulse of Celtic Music,Robin Bullock,0
SOCOULR12AB018BBAC,The Deep Project,Running Away / The Deep Project,Filter,0
SOJNHXP12A58A783FE,Salsanova,Salsanova,Johnny Fiasco,0
SOOKGLB12A8C140F1A,If You Tolerate This,If You Tolerate This,Eric Chase,2010
SOBSGRS12AC468C570,One Bedroom Apartment,Black Coats & Bandages,Clann Zu,2004
SORVOQS12AF72AAE49,Te olvidarás de mí,Aire,QBO,0
SOJRTIT12AC9097CC6,Talkin' that Talk,Bread & Butter,The Jive Turkeys,0
SODBEBU12A6D4FACEE,tides that kill,THIS IS MY BATTLEFIELD,Panzer AG,2004
SOUBFAS12AB018E24D,Double the Dose,The Only Way From Here,Go Drowsy,0
SOOYCPU12AB017D477,Didnt Feel No Pain,Be It,Nicole Willis,2004
SOJLPCD12AB01836A2,Cold War,Big Echo,The Morning Benders,2010
SOTDWDK12A8C13617B,Raga - Shuddha Sarang_ Aalap,Unsung - Vol. 3,Bhimsen Joshi,0
SOOBEHW12AB0180C33,Single Second,Two Faced,More Than Crossed,0
SOKLISZ12AB0188CEC,I Want To Hear It From You,Live ,Go West,1987
SOTECRE12A58A7A5E0,Unseen World [Explicit],From Where???,Mad Skillz,0
SOYNIIA12A6D4F80DF,String Quartet No.12 in E flat major Op.127 : III Scherzo (Vivace),Beethoven : String Quartets Vol.4,Endellion String Quartet,0
SOYFQPR12A6D4F72B6,Attitude (Nobody But Me),Cool Blue,Robert Moore,0
SORXAFL12A8C134097,Rehabilitacja Komunistów,Kosmopolak,Jacek Kaczmarski,1987
SOPEXXO12A6D4FBAD4,Sucker 4U,Roxxx in The Disco,Wealthy Beggar,2004
SOFKQUW12AB0182ECB,Familiar Places,Winter Hours,Winter Hours,1989
SOPQYOT12AB018C3BD,(So schnö kaust gor net) schaun,Sweet16 - Texta live! backed by S.K. Invitational,Texta,0
SOSHHWV12A8C13B31B,Come To The Bower,The Crock Of Gold,Shane MacGowan And The Popes,1997
SOFWWYL12A81C2308A,Beatitude,Beatitude (Vocal Versions),Duderstadt & Kirsty Hawkshaw,2007
SOJLWIV12A8C13AD66,Com Portugal No Coração,Anda Cá &I_& Anda,Fernando Correia Marques,0
SORGJCT12A58A7C536,Mystery Trip (Original Mix),Destinations EP,Auditory Canvas,0
SODRBYB12A8AE47DA5,El Viejo Del Sombreron,Canta Como: La Sonora Dinamita,La Sonora Dinamita,1994
SOSYMFN12A81C20607,The First Queer Santy Claus (Album Version),A Very Larry Christmas,Larry The Cable Guy,2004
SOWOTSI12A58A79066,Big Town,AMOR - Nice OLD Music - Gute ALTE Musik,Roy Brown,0
SOVFLBO12A8C135F1D,Blown Away,Drop-Dead,The Violet Burning,2006
SOYRBZA12A8C140C12,Sing Their Souls Back Home,Mr Love And Justice,Billy Bragg,2008
SOYGETW12A8C139661,In Search Of My Heart,Tropical Postcards,Roseanna Vitro,0
SOPEFYL12AB01897D1,Mozambique,Blow Up,Richard Galliano,0
SOJPFBM12AB0187400,Love Don't Live Here Anymore,Original Hits - Love,Jimmy Nail,1985
SOLREQD12A81C21FCB,Special Agent (Railroad Police Blues),Legendary Country Blues Artists - CD B,Sleepy John Estes,1938
SOSBTBI12A8C1409BE,Triste Tropique (feat. Olodum & Edy Vox),Confessions d'un Enfant du Siècle Vol.2,Rockin' Squat,2009
SONAWVE12A6D4F3069,Just Barely Famous,Just Barely Famous,Herb Eimerman,0
SOFCQDX12AB017EDDD,Nothing Touches Me (BBC Radio 1 Evening Session),Pablo Honey (Collector's Edition),Radiohead,0
SOXCAWC12A8C144428,Sugar Babe,Rhythm & Blues Vol. 3,Buster Brown,2002
SOXLNIU12A58A7CDA7,An Sagairtin,From My Tradition: The Best Of Joe Heaney,Joe Heaney,0
SOEITUN12AB017CA3A,E'she'no (World),People of Peace,R. Carlos Nakai,0
SOEWRUN12A58A78D81,Bone And Flesh,Waters Of Eden,Tony Levin,2000
SOBRQFP12A67ADA838,Hora de cambiar,Dias que no vuelven,Play,0
SOEBURP12AB018C2FB,Journey Stages,Journey Stages,Yespiring,0
SOCHJAH12A8C14050F,Doctor Clayton Blues,Doctor (Peter) Clayton 1935-1942,Doctor (Peter) Clayton,0
SOROJHK12A67FFB3C4,You're Always Near,The Time Has Come,The Alarm Clocks,0
SOCCGSY12AB0189AE1,Me He Acostrumbrado(Con NS),A Puerto,Magnatiz,2000
SOJWEBW12A8C13AEEC,Help Is On Its Way,Definitive Greatest Hits,Little River Band,1980
SOWRBEL12AC468D1AF,Salt & Velvet,Primordia,Brainbox,1993
SOKODQP12A8C1430E4,Décembre,Un bruit qui court,Pauline Croze,2007
SOIKJNN12A6D4FC9D0,Fever,Rain Drops,Dee Clark,0
SOFKMUJ12A8C1395CE,Adagio Espressivo,Adagio Espressivo,Epos,0
SOHHJHV12A8C135941,I Need Terry Sheridan,Lara Croft Tomb Raider: Cradle Of Life,Alan Silvestri,0
SOBXDKZ12A8C13F12D,Formiche,Le Avventure Di Lucio Battisti E Mogol,Lucio Battisti,0
SOCVTQC12A8C145E01,"I'm So Bad (10"" EP)",I'm So Bad,Oingo Boingo,0
SOWFENT12A8C13FB6B,Atoll (Laurentian's),Laurentian's Atoll,*Shels,2007
SOXTHUN12A8C13D0B3,Lost In A Feeling (LP Version),Claudia Church,Claudia Church,0
SOYQCYH12A8C13896F,Play To Win (12'' Extended Version),The Remix Collection,Heaven 17,0
SODEJDM12AB01859B1,It's Time,The Lovely,Mara Carlyle,2004
SOPEJDM12A8C140091,Beautiful,Jonah33,Jonah33,2003
SOLQTLZ12AC3DFB5A5,Eastbourne Lights,Eastbourne Lights,Darren Hayman,2007
SOUDPHK12AB0187E60,Got It Wrong,Almost Everything I Wish I'd Said The Last Time I Saw You...,Wakey!Wakey!,0
SOMGEOQ12A8C135B98,Runaway (Ford Remix Radio Edit),Runaway,iio,2004
SONYZHV12AAF3B4368,Round The Bays Pt. 1,Newsoundlandscapes,Confucius,0
SOVTXLK12AB0182507,A Different World,Ashley Walters,Ashley Walters,0
SOQYUCL12A8C139279,Islands (LP Version),American Roulette,Danny O'Keefe,0
SODJCZC12A6D4F8DCA,4% Pantomime (2000 Digital Remaster),Cahoots,The Band,1971
SOBWFYH12A58A79F4C,Chicken (Live),Live,Mississippi John Hurt,0
SOBKTGB12A8C13952C,Dead + Rural (Album),Plague Park,Handsome Furs,2007
SOYZFJB12AB01878DC,Empego Naroco,A Man And His Music  - El Inolvidable,Tito Rodriguez,0
SONFVXH12AB018A580,Concerto No 1 In B Flat Minor_ Op23: Second Movement - Andante Semplice; Prestissimo; Tempo Primo,Tchaikovsky - Concerto No 1 In B Flat Minor Op 23,Van Cliburn,0
SOHJDOR12AB0189D2C,Kicked Out The Club,Son of a Pimp,Mistah F.A.B ft.E40_  Mac Dre_ Messy Marv_ Yukmouth_ Mac Mall_ Mr. Kee_ Various Otheres,2005
SOWVYGN12AB0187449,The Solo To Untamed Place,Linear Cryptics,Ametsub,2006
SOBHZXI12AB017ED0B,In The Presence Of Angels,Colors Of A New Dawn,Gandalf,0
SOFJZVC12A8C13C64E,Private Room Intro,Private Room,Avant,2003
SOPKGVI12AAF3B2D96,Black Angel (Album mix),Decayed-Rebuilt,Mind:State,2007
SOLUYHW12AB0186D2B,Passages,In My Life,Kevin Kern,1999
SOYCNCZ12AC468B374,Green Love,Orange Pony - EP,Hilt,1991
SOIDSEY12A8C13D7DE,Roda Piao (Spiritual South Remix),Far Out Brazil,Azymuth,2006
SOCHZSX12A8C143722,Citizenihilist,Seance Prime,Trap Them,0
SOZBUOS12A8C134927,Stop This Game,Authorized Greatest Hits,Cheap Trick,1994
SONJZOU12AB018351A,Flight,Down To Kill,Johnny Thunders & The Heartbreakers,0
SOTGQOP12AB0183962,The Scamp,The Strongman,Reginald R. Robinson,0
SOGEATG12AB0183797,Tamagnoko,Timbuktu,Issa Bagayogo,2002
SOTEHNF12A8C141C0D,I Wanna Hold Your Hand,The Boxmasters,The Boxmasters feat. Billy Bob Thornton,0
SOVUYNF12AF72AAAD3,All That I Need,Nico,Blind Melon,1996
SOUEVLT12A8C14401B,The One,Good Things Coming,Udo,0
SOUNXMU12AB017E49D,Digital Complexion,Digital Complexion,Dean Fichna,0
SOABLIR12A58A7A87F,Homemade (Live Version),Live From Cincinnati_ Bringin' It Home,Nicole C. Mullen,0
SOHKSYR12A8C136BB9,What In The World (Album Version),Heritage Of Faith,Babbie Mason,0
SONFBTG12AB0180913,Curfew,Truths and Rights,Fyah Blaze,2005
SOFXDEE12A8C139DCA,Abbracciami Più Forte,Piccolo Fiore,Angelo dei Teppisti dei Sogni,0
SORPUBH12AF72AA3FE,What's Happenin' Sun,Till Da Sun Comes Up,Sir Mix-A-Lot,0
SOGAKNO12AB018A1B3,LaLa Land,LaLa Land,Wallis Bird,2009
SOVQXSZ12AAF3B3DDA,Try,Radio Bootleg For The Restless Masses,Tree,0
SOHROYE12AB018336D,Some Dumb Girl,Anjulie,Anjulie,2009
SONQRNB12AB017F686,Ghost train,Hells bent on rockin,The Sharks,0
SOZMMFZ12A8AE49243,Jetlag,Traveller E.P.,Mr.Phillips,0
SOBVLAG12A6BD511D7,Conversaciones,Día Mes Año,Braille,0
SORCYKW12A81C21894,Penpals,Rules And Regulations,Roll Deep,2007
SOWQXCJ12A8C13380D,Selah,Divine Secrets Of The Ya-Ya Sisterhood - Music From The Motion Picture,Lauryn Hill,2002
SOPRAJZ12A8C13A2D0,Over The Weekend,Postcards From Home,Nick Heyward,1986
SOEPWCX12A6D4FA1F2,Pour Jane (live),C'est Quand Le Bonheur !,Cali,0
SOGLLLR12A8AE470DE,Dancing In The Dark,Dancing In The Dark,Micky Modelle v Jessy,0
SOLOTKV12A6D4FB137,As I Slither,Live In Germany,KATAKLYSM,2004
SOHAHLC12AAFF42B9E,Thoughts Pay No Toll,20 Candles,No Name,0
SOOLSML12A8C1414DC,Don't Upset The Rhythm (Go Baby Go),Barbie Lets All Party!,Noisettes,2009
SOOOZKY12A8C14552E,Secret,Secret,DJ Sakin vs. weimaR,0
SOWNYJK12AF72A381E,Not My Love,Empire Theory,Tides Of Man,2009
SOUKXKJ12AB0185D8B,Barragán,A mal tiempo buena cara,Kamelo Punto Semos,0
SOQABJN12C41E16A86,Amo Que Me Odien,A Medio Camino,Mr. Shadow_ Señor Sombra,0
SOAOOXO12AF72A787F,Still,In Your Honor,Foo Fighters,2005
SOFKOTC12A81C218CF,Lo Mismo Blues,Devil in the Drain (Expanded),Henry Kaiser,0
SOPBHGZ12AC468BA0E,Time Waits For No One,Silhouette Brown,Silhouette Brown,2005
SOOTREQ12A58A7D637,Bread,Pressure Points,John Brown\'s Body,2005
SOMKXAA12AB0182083,Dreams of life,Kingdom Of XII,Molly Hatchet,2001
SOWJIOF12AB017B57D,Anthology: A Tribute to Music,Project Overground - the Scienz Experiment,Scienz of Life,0
SONKFHN12AB018E6A5,Mission Complete (feat. TayDaTay_ E-Sick & Hennessy),I'll Rather Lounge,Dush Tray,0
SORAZBD12AB0184A86,Parasite,That's How We Do Right!,The Souljazz Orchestra,2008
SODMGTL12A8C134EF2,Tha Me Dis,Mine Mazi Mou Apopse,Irini Merkouri,0
SOZFFMY12A58A7DDBB,The Atlantic Ocean,The Atlantic Ocean,Richard Swift,2009
SOEPLCT12AB018AF1D,Grunnsteinar,Ellivan,Arve Henriksen & Elling Vanberg,0
SOHLXBS12AB018B57C,George Bush,2006,Mother Gong,0
SOVMUHS12AB0180802,Eu Tenho Um Fraquinho Por Ti,18 Cançoes De Amor,Fausto,1979
SOTCYMD12AB0181B4D,Bad Bad Baby,Bad Bad Baby,Natural Born Grooves feat. Thea Austin,0
SOHDSBB12AB018A322,Radishes,A Place Called Today,Hurl,0
SOESDQQ12AB0180506,Mama Look Deh (Album),Reggae Anthology - Joe Gibbs: Scorchers From The Early Years [1967-73],The Reggae Boys,0
SOTRPML12AF72A11DA,Pocket Full of Stones,Best of UGK,UGK (Underground Kingz),0
SOSCMSY12A8C13C1E9,Warrior,Live at Stubb's,Matisyahu,2004
SOBOYNY12A58A7F361,Old Man Willis (Single Version) (Bonus Track),Continued,Tony Joe White,0
SODTWKY12AF729FE39,Heartstopper,Fisherman's Woman,Emiliana Torrini,2005
SOAHKUQ12A8C1401B9,Forever,Sunday Blue,Mikael Stavöstrand & Franco Cinelli,0
SOXEEQL12AB0189376,Meat Wagon,Road Kill,The Haunted,0
SODTLFX12AB018A4D9,Energy Vibrations,Industrial Panorama,Johnny Pearson,0
SOPCCHW12AB01834B3,Trouble And Pain,This Time,The Robert Cray Band,0
SORBDLB12A58A7D4EC,Lift My Burdens,What Have You Done_ My Brother?,Naomi Shelton & the Gospel Queens,0
SOARSUN12AB018AE2C,The Glory Of Love,The Glory Of Love,Five Keys,0
SOLMYYA12AB0181C8A,Running And Hiding,Running and Hiding,Sunshaker,0
SOKEJSK12A6D4FC1EB,Right Reverend,Cherry Knowle,Leatherface,1989
SOILKLR12AB0181571,Act Right,Jump Jack Jump!,Wynona Carr,0
SONRQUU12AB017CB94,Bella Bella,Merengue de Amor Vol. 3,Ravel,0
SOZKUUL12A8C13B504,Light Reborn,Serpent's Embrace,AGATHODAIMON,2004
SOWLGPH12A8C13D450,Lodge,Jamaica's Most Wanted,Bounty Killer,2001
SONEZVZ12A58A7C7EE,The Utilitarian Christmas Jingle,The My Pal God Holiday Record,Lullaby For The Working Class,0
SOZBPTP12AB018D62D,Watch Us Touch,The Weight,The Creators feat. Consequence,2000
SOLQDBR12A6D4FA925,Colpo Di Specchio,Neve Ridens (Neve),Marco Parente,2005
SOENUTD12AB017EFC7,Southern Casey Jones,"Black Heroes ""From Stagger Lee to Joe Louis",Jesse James,0
SOTZZSJ12AB017D79C,Love Machine,Army Behind The Sun (Bonus Track Version),Coco Electrik,0
SOAYSTH12AB0187D12,Outro (Amended Version),Anarchy,Busta Rhymes,2000
SODHEVH12AB0183B63,You're The Best,You're The Best,Keni Burke,2001
SOIFVAZ12A6D4F939B,Live,The Mushroom Tapes,The Badloves,2000
SOXPGBN12A8C145D9C,Haul & Pull (Bobby Konders Remix),Ragga With Maximum Respect,Daddy Freddy,0
SOBNRBJ12A8C13C78F,Giz Starts Buggin' (LP Version),What More Can I Say,Audio Two,0
SOGYYSQ12AB0189772,All I Have To Offer You Is Me,Bluegrass 1971,Mac Wiseman (With Special Guests Lester Flatt & Chubby Wise),0
SOCXEQP12AB01840EA,DEADLY PLAYER,ON THE PROWL,Loudness,0
SOKNJLS12AB017F6C3,Convicting The Squirrel (Album),Carousel,Hugh Hopper,0
SOLRIAF12AB0181BFE,Invitation To the Blues,Post Atomic Hillbilly,Undertakin' Daddies,0
SOGFJAF12A81C20CCB,Shape-Eisha,Namebrand,Shaka Shamba,0
SOFOCLB12CF5CFC435,Jeepers Creepers,What A  Wonderful World,Louis Armstrong,1939
SOCBRJD12A6D4FB2D4,pure tension,THIS IS MY BATTLEFIELD,Panzer AG,2004
SONAWMH12AB0187759,Oh_ How It Hurts,The Greatest Hits,Barbara Mason,2003
SOZCVXQ12A6D4F68FE,Seagull (The West Coast Oil Tragedy Of '68) (1999 Digital Remaster),Forms And Feelings,Love Sculpture,1969
SOSPRBP12A8C14295E,The Clap,Prime Cuts,Steve Morse,2005
SOASGZD12A6D4F9E2B,In The Shadows,The UA Singles '79-'82,The Stranglers,1978
SOSPXDS12AB01838C7,Chipoti chipota,13 ans de caravaning,Les Hurlements D'leo,2009
SOOACML12A8C141BA4,Withered On The Vine,The Impossible Bird,Nick Lowe,0
SOKPTQP12A6D4FB53D,Vulture Kisses,Friends And Fires + 000EP'S,SO SO Modern,2007
SOJFSEK12A8C13BBA7,Mémoire de singes,Mémoire de singes,LOFOFORA,2007
SOFRFEB12A8C136D39,Summer Breezin',This Is Jazz #37- George Duke,George Duke,1980
SOJVODC12AB017D1BE,Paz En Este Amor (Paz Na Cama),Ana Gabriel En La Plaza De Toros Mexico,Ana Gabriel,0
